BRITE,KO,,,
ko00194 Photosynthesis proteinsæ,ko:K08906,,,
ko00194 Photosynthesis proteinsæ,ko:K08907,,,
ko00194 Photosynthesis proteinsæ,ko:K08908,,,
ko00194 Photosynthesis proteinsæ,ko:K08909,,,
ko00194 Photosynthesis proteinsæ,ko:K08910,,,
ko00194 Photosynthesis proteinsæ,ko:K08911,,,
ko00194 Photosynthesis proteinsæ,ko:K08912,,,
ko00194 Photosynthesis proteinsæ,ko:K08913,,,
ko00194 Photosynthesis proteinsæ,ko:K08914,,,
ko00194 Photosynthesis proteinsæ,ko:K08915,,,
ko00194 Photosynthesis proteinsæ,ko:K08916,,,
ko00194 Photosynthesis proteinsæ,ko:K14332,,,
ko00194 Photosynthesis proteinsæ,ko:K14172,,,
ko03021 Transcription machinery,ko:K03010,,,
ko03021 Transcription machinery,ko:K05692,,,
ko03021 Transcription machinery,ko:K15223,,,
ko03021 Transcription machinery,ko:K03006,,,
ko03021 Transcription machinery,ko:K03015,,,
ko03021 Transcription machinery,ko:K03013,,,
ko03021 Transcription machinery,ko:K03014,,,
ko03021 Transcription machinery,ko:K03018,,,
ko03021 Transcription machinery,ko:K03021,,,
ko03021 Transcription machinery,ko:K03027,,,
ko03021 Transcription machinery,ko:K03040,,,
ko03021 Transcription machinery,ko:K03043,,,
ko03021 Transcription machinery,ko:K03060,,,
ko03021 Transcription machinery,ko:K03086,,,
ko03021 Transcription machinery,ko:K03089,,,
ko03021 Transcription machinery,ko:K03093,,,
ko03021 Transcription machinery,ko:K03124,,,
ko03021 Transcription machinery,ko:K03129,,,
ko03021 Transcription machinery,ko:K03132,,,
ko03021 Transcription machinery,ko:K03126,,,
ko03021 Transcription machinery,ko:K03145,,,
ko03021 Transcription machinery,ko:K06269,,,
ko03021 Transcription machinery,ko:K06100,,,
ko03021 Transcription machinery,ko:K06204,,,
ko03021 Transcription machinery,ko:K09578,,,
ko03021 Transcription machinery,ko:K09273,,,
ko03021 Transcription machinery,ko:K10706,,,
ko03021 Transcription machinery,ko:K11649,,,
ko03021 Transcription machinery,ko:K11650,,,
ko03021 Transcription machinery,ko:K11786,,,
ko03021 Transcription machinery,ko:K11756,,,
ko03021 Transcription machinery,ko:K11722,,,
ko03021 Transcription machinery,ko:K11654,,,
ko03021 Transcription machinery,ko:K12830,,,
ko03021 Transcription machinery,ko:K12619,,,
ko03021 Transcription machinery,ko:K14649,,,
ko03021 Transcription machinery,ko:K14651,,,
ko03021 Transcription machinery,ko:K14400,,,
ko03021 Transcription machinery,ko:K14401,,,
ko03021 Transcription machinery,ko:K14403,,,
ko03021 Transcription machinery,ko:K14404,,,
ko03021 Transcription machinery,ko:K15174,,,
ko03021 Transcription machinery,ko:K15175,,,
ko03021 Transcription machinery,ko:K15178,,,
ko03021 Transcription machinery,ko:K15190,,,
ko03021 Transcription machinery,ko:K15200,,,
ko03021 Transcription machinery,ko:K15219,,,
ko03021 Transcription machinery,ko:K15731,,,
ko03021 Transcription machinery,ko:K18999,,,
,ko03012,,,
ko03012 Translation factors,ko:K03231,,,
ko03012 Translation factors,ko:K03233,,,
ko03012 Translation factors,ko:K01056,,,
ko03012 Translation factors,ko:K02520,,,
ko03012 Translation factors,ko:K02357,,,
ko03012 Translation factors,ko:K02358,,,
ko03012 Translation factors,ko:K02355,,,
ko03012 Translation factors,ko:K03113,,,
ko03012 Translation factors,ko:K03236,,,
ko03012 Translation factors,ko:K03237,,,
ko03012 Translation factors,ko:K03238,,,
ko03012 Translation factors,ko:K03242,,,
ko03012 Translation factors,ko:K03240,,,
ko03012 Translation factors,ko:K03262,,,
ko03012 Translation factors,ko:K03263,,,
ko03012 Translation factors,ko:K03243,,,
ko03012 Translation factors,ko:K03264,,,
ko03012 Translation factors,ko:K03254,,,
ko03012 Translation factors,ko:K03253,,,
ko03012 Translation factors,ko:K03252,,,
ko03012 Translation factors,ko:K03251,,,
ko03012 Translation factors,ko:K03250,,,
ko03012 Translation factors,ko:K03249,,,
ko03012 Translation factors,ko:K03248,,,
ko03012 Translation factors,ko:K03247,,,
ko03012 Translation factors,ko:K03246,,,
ko03012 Translation factors,ko:K03257,,,
ko03012 Translation factors,ko:K03258,,,
ko03012 Translation factors,ko:K03259,,,
ko03012 Translation factors,ko:K03260,,,
ko03012 Translation factors,ko:K03232,,,
ko03012 Translation factors,ko:K03234,,,
ko03012 Translation factors,ko:K03235,,,
ko03012 Translation factors,ko:K03265,,,
ko03012 Translation factors,ko:K03267,,,
ko03012 Translation factors,ko:K06184,,,
ko03012 Translation factors,ko:K06158,,,
ko03012 Translation factors,ko:K06927,,,
ko03012 Translation factors,ko:K07561,,,
ko03012 Translation factors,ko:K13025,,,
ko03012 Translation factors,ko:K15026,,,
ko03012 Translation factors,ko:K15027,,,
ko03012 Translation factors,ko:K15029,,,
ko03012 Translation factors,ko:K15030,,,
ko03012 Translation factors,ko:K15410,,,
ko03012 Translation factors,ko:K17867,,,
ko03012 Translation factors,ko:K17868,,,
ko03012 Translation factors,ko:K18995,,,
ko03032 DNA replication proteins,ko:K00558,,,
ko03032 DNA replication proteins,ko:K02540,,,
ko03032 DNA replication proteins,ko:K02541,,,
ko03032 DNA replication proteins,ko:K02212,,,
ko03032 DNA replication proteins,ko:K02542,,,
ko03032 DNA replication proteins,ko:K02206,,,
ko03032 DNA replication proteins,ko:K02320,,,
ko03032 DNA replication proteins,ko:K02684,,,
ko03032 DNA replication proteins,ko:K02685,,,
ko03032 DNA replication proteins,ko:K02324,,,
ko03032 DNA replication proteins,ko:K02325,,,
ko03032 DNA replication proteins,ko:K02327,,,
ko03032 DNA replication proteins,ko:K02328,,,
ko03032 DNA replication proteins,ko:K02335,,,
ko03032 DNA replication proteins,ko:K03163,,,
ko03032 DNA replication proteins,ko:K03164,,,
ko03032 DNA replication proteins,ko:K03165,,,
ko03032 DNA replication proteins,ko:K03530,,,
ko03032 DNA replication proteins,ko:K04802,,,
ko03032 DNA replication proteins,ko:K04799,,,
ko03032 DNA replication proteins,ko:K06627,,,
ko03032 DNA replication proteins,ko:K06642,,,
ko03032 DNA replication proteins,ko:K07466,,,
ko03032 DNA replication proteins,ko:K10738,,,
ko03032 DNA replication proteins,ko:K10739,,,
ko03032 DNA replication proteins,ko:K10754,,,
ko03032 DNA replication proteins,ko:K10755,,,
ko03032 DNA replication proteins,ko:K10756,,,
ko03032 DNA replication proteins,ko:K10746,,,
ko03032 DNA replication proteins,ko:K10747,,,
ko03032 DNA replication proteins,ko:K11121,,,
ko03032 DNA replication proteins,ko:K11127,,,
ko03032 DNA replication proteins,ko:K11129,,,
ko03032 DNA replication proteins,ko:K11131,,,
ko03032 DNA replication proteins,ko:K11086,,,
ko03032 DNA replication proteins,ko:K11088,,,
ko03032 DNA replication proteins,ko:K11097,,,
ko03032 DNA replication proteins,ko:K10900,,,
ko03032 DNA replication proteins,ko:K10901,,,
ko03032 DNA replication proteins,ko:K10798,,,
ko03032 DNA replication proteins,ko:K11136,,,
ko03032 DNA replication proteins,ko:K15255,,,
ko03032 DNA replication proteins,ko:K19783,,,
ko03032 DNA replication proteins,ko:K21770,,,
ko03032 DNA replication proteins,ko:K21771,,,
ko03032 DNA replication proteins,ko:K21777,,,
ko04031 GTP-binding proteins,ko:K04630,,,
ko04031 GTP-binding proteins,ko:K04534,,,
ko04031 GTP-binding proteins,ko:K04536,,,
ko04031 GTP-binding proteins,ko:K04537,,,
ko04031 GTP-binding proteins,ko:K04538,,,
ko04031 GTP-binding proteins,ko:K04513,,,
ko04031 GTP-binding proteins,ko:K04392,,,
ko04031 GTP-binding proteins,ko:K07825,,,
ko04031 GTP-binding proteins,ko:K07827,,,
ko04031 GTP-binding proteins,ko:K07208,,,
ko04031 GTP-binding proteins,ko:K07856,,,
ko04031 GTP-binding proteins,ko:K07860,,,
ko04031 GTP-binding proteins,ko:K07861,,,
ko04031 GTP-binding proteins,ko:K07975,,,
ko04031 GTP-binding proteins,ko:K07874,,,
ko04031 GTP-binding proteins,ko:K07875,,,
ko04031 GTP-binding proteins,ko:K07877,,,
ko04031 GTP-binding proteins,ko:K07878,,,
ko04031 GTP-binding proteins,ko:K07887,,,
ko04031 GTP-binding proteins,ko:K07889,,,
ko04031 GTP-binding proteins,ko:K07891,,,
ko04031 GTP-binding proteins,ko:K07893,,,
ko04031 GTP-binding proteins,ko:K07897,,,
ko04031 GTP-binding proteins,ko:K07901,,,
ko04031 GTP-binding proteins,ko:K07904,,,
ko04031 GTP-binding proteins,ko:K07910,,,
ko04031 GTP-binding proteins,ko:K07915,,,
ko04031 GTP-binding proteins,ko:K07918,,,
ko04031 GTP-binding proteins,ko:K07923,,,
ko04031 GTP-binding proteins,ko:K07921,,,
ko04031 GTP-binding proteins,ko:K07931,,,
ko04031 GTP-binding proteins,ko:K07976,,,
ko04031 GTP-binding proteins,ko:K07936,,,
ko04031 GTP-binding proteins,ko:K07937,,,
ko04031 GTP-binding proteins,ko:K07938,,,
ko04031 GTP-binding proteins,ko:K07939,,,
ko04031 GTP-binding proteins,ko:K07940,,,
ko04031 GTP-binding proteins,ko:K07944,,,
ko04031 GTP-binding proteins,ko:K07953,,,
ko04031 GTP-binding proteins,ko:K07955,,,
ko04031 GTP-binding proteins,ko:K07977,,,
ko04031 GTP-binding proteins,ko:K12272,,,
ko04031 GTP-binding proteins,ko:K17199,,,
ko01007 Amino acid related enzymes,ko:K00814,,,
ko01007 Amino acid related enzymes,ko:K00816,,,
ko01007 Amino acid related enzymes,ko:K00639,,,
ko01007 Amino acid related enzymes,ko:K00654,,,
ko01007 Amino acid related enzymes,ko:K00822,,,
ko01007 Amino acid related enzymes,ko:K00819,,,
ko01007 Amino acid related enzymes,ko:K00833,,,
ko01007 Amino acid related enzymes,ko:K00826,,,
ko01007 Amino acid related enzymes,ko:K00830,,,
ko01007 Amino acid related enzymes,ko:K00831,,,
ko01007 Amino acid related enzymes,ko:K01885,,,
ko01007 Amino acid related enzymes,ko:K01886,,,
ko01007 Amino acid related enzymes,ko:K01866,,,
ko01007 Amino acid related enzymes,ko:K01867,,,
ko01007 Amino acid related enzymes,ko:K01883,,,
ko01007 Amino acid related enzymes,ko:K01887,,,
ko01007 Amino acid related enzymes,ko:K01874,,,
ko01007 Amino acid related enzymes,ko:K01870,,,
ko01007 Amino acid related enzymes,ko:K01873,,,
ko01007 Amino acid related enzymes,ko:K01869,,,
ko01007 Amino acid related enzymes,ko:K01876,,,
ko01007 Amino acid related enzymes,ko:K01893,,,
ko01007 Amino acid related enzymes,ko:K01880,,,
ko01007 Amino acid related enzymes,ko:K01875,,,
ko01007 Amino acid related enzymes,ko:K01881,,,
ko01007 Amino acid related enzymes,ko:K01868,,,
ko01007 Amino acid related enzymes,ko:K01872,,,
ko01007 Amino acid related enzymes,ko:K01889,,,
ko01007 Amino acid related enzymes,ko:K01890,,,
ko01007 Amino acid related enzymes,ko:K01845,,,
ko01007 Amino acid related enzymes,ko:K04567,,,
ko01007 Amino acid related enzymes,ko:K05957,,,
ko01007 Amino acid related enzymes,ko:K13524,,,
ko01007 Amino acid related enzymes,ko:K14163,,,
ko01007 Amino acid related enzymes,ko:K14454,,,
ko01007 Amino acid related enzymes,ko:K14455,,,
ko01007 Amino acid related enzymes,ko:K14264,,,
ko01007 Amino acid related enzymes,ko:K22503,,,
ko03051 Proteasome,ko:K03283,,,
ko03051 Proteasome,ko:K04079,,,
ko03051 Proteasome,ko:K02730,,,
ko03051 Proteasome,ko:K02728,,,
ko03051 Proteasome,ko:K02725,,,
ko03051 Proteasome,ko:K02738,,,
ko03051 Proteasome,ko:K02739,,,
ko03051 Proteasome,ko:K02735,,,
ko03051 Proteasome,ko:K02734,,,
ko03051 Proteasome,ko:K02737,,,
ko03051 Proteasome,ko:K02736,,,
ko03051 Proteasome,ko:K02733,,,
ko03051 Proteasome,ko:K03061,,,
ko03051 Proteasome,ko:K03062,,,
ko03051 Proteasome,ko:K03063,,,
ko03051 Proteasome,ko:K03065,,,
ko03051 Proteasome,ko:K03066,,,
ko03051 Proteasome,ko:K03028,,,
ko03051 Proteasome,ko:K03032,,,
ko03051 Proteasome,ko:K03033,,,
ko03051 Proteasome,ko:K03035,,,
ko03051 Proteasome,ko:K03036,,,
ko03051 Proteasome,ko:K03037,,,
ko03051 Proteasome,ko:K03038,,,
ko03051 Proteasome,ko:K03039,,,
ko03051 Proteasome,ko:K03030,,,
ko03051 Proteasome,ko:K03031,,,
ko03051 Proteasome,ko:K03250,,,
ko03051 Proteasome,ko:K04523,,,
ko03051 Proteasome,ko:K06694,,,
ko03051 Proteasome,ko:K06698,,,
ko03051 Proteasome,ko:K11599,,,
ko03051 Proteasome,ko:K10839,,,
ko03051 Proteasome,ko:K11883,,,
ko03051 Proteasome,ko:K11885,,,
ko01003 Glycosyltransferases,ko:K00710,,,
ko01003 Glycosyltransferases,ko:K00731,,,
ko01003 Glycosyltransferases,ko:K00726,,,
ko01003 Glycosyltransferases,ko:K00738,,,
ko01003 Glycosyltransferases,ko:K00703,,,
ko01003 Glycosyltransferases,ko:K00749,,,
ko01003 Glycosyltransferases,ko:K00698,,,
ko01003 Glycosyltransferases,ko:K00699,,,
ko01003 Glycosyltransferases,ko:K00695,,,
ko01003 Glycosyltransferases,ko:K03691,,,
ko01003 Glycosyltransferases,ko:K03429,,,
ko01003 Glycosyltransferases,ko:K03845,,,
ko01003 Glycosyltransferases,ko:K05841,,,
ko01003 Glycosyltransferases,ko:K07151,,,
ko01003 Glycosyltransferases,ko:K10967,,,
ko01003 Glycosyltransferases,ko:K11000,,,
ko01003 Glycosyltransferases,ko:K11703,,,
ko01003 Glycosyltransferases,ko:K11718,,,
ko01003 Glycosyltransferases,ko:K13667,,,
ko01003 Glycosyltransferases,ko:K13748,,,
ko01003 Glycosyltransferases,ko:K13675,,,
ko01003 Glycosyltransferases,ko:K13676,,,
ko01003 Glycosyltransferases,ko:K13679,,,
ko01003 Glycosyltransferases,ko:K13379,,,
ko01003 Glycosyltransferases,ko:K13681,,,
ko01003 Glycosyltransferases,ko:K16055,,,
ko01003 Glycosyltransferases,ko:K20843,,,
ko01003 Glycosyltransferases,ko:K20782,,,
ko01003 Glycosyltransferases,ko:K19873,,,
ko01003 Glycosyltransferases,ko:K20784,,,
ko01003 Glycosyltransferases,ko:K20870,,,
ko00199 Cytochrome P450,ko:K00512,,,
ko00199 Cytochrome P450,ko:K01832,,,
ko00199 Cytochrome P450,ko:K04123,,,
ko00199 Cytochrome P450,ko:K07408,,,
ko00199 Cytochrome P450,ko:K07418,,,
ko00199 Cytochrome P450,ko:K07424,,,
ko00199 Cytochrome P450,ko:K07428,,,
ko00199 Cytochrome P450,ko:K07437,,,
ko00199 Cytochrome P450,ko:K09590,,,
ko00199 Cytochrome P450,ko:K09588,,,
ko00199 Cytochrome P450,ko:K09587,,,
ko00199 Cytochrome P450,ko:K09589,,,
ko00199 Cytochrome P450,ko:K09843,,,
ko00199 Cytochrome P450,ko:K10717,,,
ko00199 Cytochrome P450,ko:K12664,,,
ko00199 Cytochrome P450,ko:K12665,,,
ko00199 Cytochrome P450,ko:K12640,,,
ko00199 Cytochrome P450,ko:K12637,,,
ko00199 Cytochrome P450,ko:K12638,,,
ko00199 Cytochrome P450,ko:K12639,,,
ko00199 Cytochrome P450,ko:K14338,,,
ko00199 Cytochrome P450,ko:K14985,,,
ko00199 Cytochrome P450,ko:K17875,,,
ko00199 Cytochrome P450,ko:K20660,,,
ko00199 Cytochrome P450,ko:K20771,,,
ko00199 Cytochrome P450,ko:K20667,,,
ko03000 Transcription factors,ko:K00558,,,
ko03000 Transcription factors,ko:K03566,,,
ko03000 Transcription factors,ko:K04734,,,
ko03000 Transcription factors,ko:K04498,,,
ko03000 Transcription factors,ko:K06204,,,
ko03000 Transcription factors,ko:K07466,,,
ko03000 Transcription factors,ko:K07735,,,
ko03000 Transcription factors,ko:K09464,,,
ko03000 Transcription factors,ko:K09228,,,
ko03000 Transcription factors,ko:K09250,,,
ko03000 Transcription factors,ko:K09329,,,
ko03000 Transcription factors,ko:K09377,,,
ko03000 Transcription factors,ko:K09338,,,
ko03000 Transcription factors,ko:K09420,,,
ko03000 Transcription factors,ko:K09422,,,
ko03000 Transcription factors,ko:K09272,,,
ko03000 Transcription factors,ko:K09273,,,
ko03000 Transcription factors,ko:K10181,,,
ko03000 Transcription factors,ko:K10779,,,
ko03000 Transcription factors,ko:K15263,,,
ko03000 Transcription factors,ko:K16230,,,
ko03000 Transcription factors,ko:K21769,,,
ko03000 Transcription factors,ko:K21596,,,
ko01004 Lipid biosynthesis proteins,ko:K00059,,,
ko01004 Lipid biosynthesis proteins,ko:K00208,,,
ko01004 Lipid biosynthesis proteins,ko:K00507,,,
ko01004 Lipid biosynthesis proteins,ko:K00665,,,
ko01004 Lipid biosynthesis proteins,ko:K00668,,,
ko01004 Lipid biosynthesis proteins,ko:K00667,,,
ko01004 Lipid biosynthesis proteins,ko:K00645,,,
ko01004 Lipid biosynthesis proteins,ko:K00666,,,
ko01004 Lipid biosynthesis proteins,ko:K01074,,,
ko01004 Lipid biosynthesis proteins,ko:K01895,,,
ko01004 Lipid biosynthesis proteins,ko:K01897,,,
ko01004 Lipid biosynthesis proteins,ko:K04712,,,
ko01004 Lipid biosynthesis proteins,ko:K08746,,,
ko01004 Lipid biosynthesis proteins,ko:K08772,,,
ko01004 Lipid biosynthesis proteins,ko:K10703,,,
ko01004 Lipid biosynthesis proteins,ko:K10249,,,
ko01004 Lipid biosynthesis proteins,ko:K10244,,,
ko01004 Lipid biosynthesis proteins,ko:K10203,,,
ko01004 Lipid biosynthesis proteins,ko:K10805,,,
ko01004 Lipid biosynthesis proteins,ko:K13510,,,
ko01004 Lipid biosynthesis proteins,ko:K13512,,,
ko01004 Lipid biosynthesis proteins,ko:K15013,,,
ko00536 Glycosaminoglycan binding proteins,ko:K01197,,,
ko00536 Glycosaminoglycan binding proteins,ko:K01363,,,
ko00536 Glycosaminoglycan binding proteins,ko:K05849,,,
ko00536 Glycosaminoglycan binding proteins,ko:K06495,,,
ko00536 Glycosaminoglycan binding proteins,ko:K06496,,,
ko00536 Glycosaminoglycan binding proteins,ko:K06224,,,
ko00536 Glycosaminoglycan binding proteins,ko:K06252,,,
ko00536 Glycosaminoglycan binding proteins,ko:K06236,,,
ko00536 Glycosaminoglycan binding proteins,ko:K06238,,,
ko00536 Glycosaminoglycan binding proteins,ko:K07964,,,
ko00536 Glycosaminoglycan binding proteins,ko:K11988,,,
ko00536 Glycosaminoglycan binding proteins,ko:K15414,,,
ko00536 Glycosaminoglycan binding proteins,ko:K16617,,,
ko00536 Glycosaminoglycan binding proteins,ko:K19719,,,
ko00536 Glycosaminoglycan binding proteins,ko:K19720,,,
ko00536 Glycosaminoglycan binding proteins,ko:K19721,,,
ko00536 Glycosaminoglycan binding proteins,ko:K19031,,,
ko00536 Glycosaminoglycan binding proteins,ko:K19014,,,
ko00536 Glycosaminoglycan binding proteins,ko:K22144,,,
ko02044 Secretion system,ko:K02456,,,
ko02044 Secretion system,ko:K02679,,,
ko02044 Secretion system,ko:K03070,,,
ko02044 Secretion system,ko:K03106,,,
ko02044 Secretion system,ko:K03104,,,
ko02044 Secretion system,ko:K03107,,,
ko02044 Secretion system,ko:K03108,,,
ko02044 Secretion system,ko:K07342,,,
ko02044 Secretion system,ko:K09481,,,
ko02044 Secretion system,ko:K09540,,,
ko02044 Secretion system,ko:K10956,,,
ko02044 Secretion system,ko:K12275,,,
ko02044 Secretion system,ko:K12274,,,
ko02044 Secretion system,ko:K12272,,,
ko02044 Secretion system,ko:K14005,,,
ko02044 Secretion system,ko:K17095,,,
ko04090 CD molecules,ko:K01510,,,
ko04090 CD molecules,ko:K05658,,,
ko04090 CD molecules,ko:K05681,,,
ko04090 CD molecules,ko:K06261,,,
ko04090 CD molecules,ko:K06479,,,
ko04090 CD molecules,ko:K06494,,,
ko04090 CD molecules,ko:K06495,,,
ko04090 CD molecules,ko:K06496,,,
ko04090 CD molecules,ko:K06515,,,
ko04090 CD molecules,ko:K06560,,,
ko04090 CD molecules,ko:K06564,,,
ko04090 CD molecules,ko:K06572,,,
ko04090 CD molecules,ko:K06573,,,
ko04090 CD molecules,ko:K06580,,,
ko04090 CD molecules,ko:K20412,,,
ko04091 Lectins,ko:K06494,,,
ko04091 Lectins,ko:K06495,,,
ko04091 Lectins,ko:K06496,,,
ko04091 Lectins,ko:K06560,,,
ko04091 Lectins,ko:K06564,,,
ko04091 Lectins,ko:K08054,,,
ko04091 Lectins,ko:K08057,,,
ko04091 Lectins,ko:K08288,,,
ko04091 Lectins,ko:K10084,,,
ko04091 Lectins,ko:K10085,,,
ko04091 Lectins,ko:K10086,,,
ko04091 Lectins,ko:K10098,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K05747,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K08051,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K17199,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K16362,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K17307,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K17341,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K19329,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K19600,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K19519,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K20371,,,
ko04990 Domain-containing proteins not elsewhere classified,ko:K20051,,,
ko04030 G protein-coupled receptors,ko:K04300,,,
ko04030 G protein-coupled receptors,ko:K04324,,,
ko04030 G protein-coupled receptors,ko:K04605,,,
ko04030 G protein-coupled receptors,ko:K04608,,,
ko04030 G protein-coupled receptors,ko:K04615,,,
ko04030 G protein-coupled receptors,ko:K04612,,,
ko04030 G protein-coupled receptors,ko:K08471,,,
ko04030 G protein-coupled receptors,ko:K08472,,,
ko00537 Glycosylphosphatidylinositol (GPI)-anchored proteins,ko:K01049,,,
ko00537 Glycosylphosphatidylinositol (GPI)-anchored proteins,ko:K01197,,,
ko00537 Glycosylphosphatidylinositol (GPI)-anchored proteins,ko:K01404,,,
ko00537 Glycosylphosphatidylinositol (GPI)-anchored proteins,ko:K01365,,,
ko00537 Glycosylphosphatidylinositol (GPI)-anchored proteins,ko:K06479,,,
ko00537 Glycosylphosphatidylinositol (GPI)-anchored proteins,ko:K18246,,,
ko04515 Cell adhesion molecules,ko:K06494,,,
ko04515 Cell adhesion molecules,ko:K06495,,,
ko04515 Cell adhesion molecules,ko:K06496,,,
ko04515 Cell adhesion molecules,ko:K16353,,,
ko04515 Cell adhesion molecules,ko:K16669,,,
ko01008 Polyketide biosynthesis proteins,ko:K00660,,,
ko01008 Polyketide biosynthesis proteins,ko:K13234,,,
ko01008 Polyketide biosynthesis proteins,ko:K16167,,,
ko01008 Polyketide biosynthesis proteins,ko:K16422,,,
ko01008 Polyketide biosynthesis proteins,ko:K21384,,,
ko02035 Bacterial motility proteinsæ,ko:K00575,,,
ko02035 Bacterial motility proteinsæ,ko:K02406,,,
ko02035 Bacterial motility proteinsæ,ko:K03413,,,
ko04054 Pattern recognition receptors,ko:K06560,,,
ko04054 Pattern recognition receptors,ko:K12800,,,
ko04054 Pattern recognition receptors,ko:K20865,,,
Other,ko:K01197,,,
Other,ko:K11068,,,
Other,ko:K01000,,,
Other,ko:K01921,,,
Other,ko:K05955,,,
Other,ko:K05954,,,
Other,ko:K05466,,,
Other,ko:K05467,,,
Other,ko:K03413,,,
Other,ko:K14981,,,
Other,ko:K00558,,,
Other,ko:K01885,,,
Other,ko:K06669,,,
Other,ko:K08151,,,
Other,ko:K12979,,,
