BRITE,KO,,,
ko03009 Ribosome biogenesis,ko:K14803,,,
ko03009 Ribosome biogenesis,ko:K14805,,,
ko03009 Ribosome biogenesis,ko:K14806,,,
ko03009 Ribosome biogenesis,ko:K14807,,,
ko03009 Ribosome biogenesis,ko:K14808,,,
ko03009 Ribosome biogenesis,ko:K14809,,,
ko03009 Ribosome biogenesis,ko:K14810,,,
ko03009 Ribosome biogenesis,ko:K14538,,,
ko03009 Ribosome biogenesis,ko:K14537,,,
ko03009 Ribosome biogenesis,ko:K14539,,,
ko03009 Ribosome biogenesis,ko:K14570,,,
ko03009 Ribosome biogenesis,ko:K14525,,,
ko03009 Ribosome biogenesis,ko:K14572,,,
ko03009 Ribosome biogenesis,ko:K14573,,,
ko03009 Ribosome biogenesis,ko:K14811,,,
ko03009 Ribosome biogenesis,ko:K14815,,,
ko03009 Ribosome biogenesis,ko:K14816,,,
ko03009 Ribosome biogenesis,ko:K14818,,,
ko03009 Ribosome biogenesis,ko:K14819,,,
ko03009 Ribosome biogenesis,ko:K14826,,,
ko03009 Ribosome biogenesis,ko:K14831,,,
ko03009 Ribosome biogenesis,ko:K14833,,,
ko03009 Ribosome biogenesis,ko:K14835,,,
ko03009 Ribosome biogenesis,ko:K14837,,,
ko03009 Ribosome biogenesis,ko:K14843,,,
ko03009 Ribosome biogenesis,ko:K14844,,,
ko03009 Ribosome biogenesis,ko:K14848,,,
ko03009 Ribosome biogenesis,ko:K14855,,,
ko03009 Ribosome biogenesis,ko:K14856,,,
ko03009 Ribosome biogenesis,ko:K14857,,,
ko03009 Ribosome biogenesis,ko:K14863,,,
ko03009 Ribosome biogenesis,ko:K15262,,,
ko03009 Ribosome biogenesis,ko:K15263,,,
ko03009 Ribosome biogenesis,ko:K16911,,,
ko03009 Ribosome biogenesis,ko:K18328,,,
ko03009 Ribosome biogenesis,ko:K19306,,,
ko03009 Ribosome biogenesis,ko:K18752,,,
ko03009 Ribosome biogenesis,ko:K19307,,,
ko03009 Ribosome biogenesis,ko:K20222,,,
ko03009 Ribosome biogenesis,ko:K22377,,,
ko03009 Ribosome biogenesis,ko:K21970,,,
ko04812 Cytoskeleton proteins,ko:K10354,,,
ko04812 Cytoskeleton proteins,ko:K12313,,,
ko04812 Cytoskeleton proteins,ko:K12314,,,
ko04812 Cytoskeleton proteins,ko:K12315,,,
ko04812 Cytoskeleton proteins,ko:K05692,,,
ko04812 Cytoskeleton proteins,ko:K17751,,,
ko04812 Cytoskeleton proteins,ko:K10352,,,
ko04812 Cytoskeleton proteins,ko:K12749,,,
ko04812 Cytoskeleton proteins,ko:K12751,,,
ko04812 Cytoskeleton proteins,ko:K12757,,,
ko04812 Cytoskeleton proteins,ko:K07374,,,
ko04812 Cytoskeleton proteins,ko:K07375,,,
ko04812 Cytoskeleton proteins,ko:K10408,,,
ko04812 Cytoskeleton proteins,ko:K02184,,,
ko04812 Cytoskeleton proteins,ko:K04437,,,
ko04812 Cytoskeleton proteins,ko:K04648,,,
ko04812 Cytoskeleton proteins,ko:K05755,,,
ko04812 Cytoskeleton proteins,ko:K05754,,,
ko04812 Cytoskeleton proteins,ko:K05747,,,
ko04812 Cytoskeleton proteins,ko:K05740,,,
ko04812 Cytoskeleton proteins,ko:K05759,,,
ko04812 Cytoskeleton proteins,ko:K05765,,,
ko04812 Cytoskeleton proteins,ko:K05768,,,
ko04812 Cytoskeleton proteins,ko:K05761,,,
ko04812 Cytoskeleton proteins,ko:K05699,,,
ko04812 Cytoskeleton proteins,ko:K06047,,,
ko04812 Cytoskeleton proteins,ko:K06990,,,
ko04812 Cytoskeleton proteins,ko:K08017,,,
ko04812 Cytoskeleton proteins,ko:K07611,,,
ko04812 Cytoskeleton proteins,ko:K07767,,,
ko04812 Cytoskeleton proteins,ko:K08834,,,
ko04812 Cytoskeleton proteins,ko:K08798,,,
ko04812 Cytoskeleton proteins,ko:K10355,,,
ko04812 Cytoskeleton proteins,ko:K10357,,,
ko04812 Cytoskeleton proteins,ko:K10358,,,
ko04812 Cytoskeleton proteins,ko:K10359,,,
ko04812 Cytoskeleton proteins,ko:K10351,,,
ko04812 Cytoskeleton proteins,ko:K10367,,,
ko04812 Cytoskeleton proteins,ko:K10364,,,
ko04812 Cytoskeleton proteins,ko:K10370,,,
ko04812 Cytoskeleton proteins,ko:K10380,,,
ko04812 Cytoskeleton proteins,ko:K10391,,,
ko04812 Cytoskeleton proteins,ko:K10392,,,
ko04812 Cytoskeleton proteins,ko:K10393,,,
ko04812 Cytoskeleton proteins,ko:K10394,,,
ko04812 Cytoskeleton proteins,ko:K10395,,,
ko04812 Cytoskeleton proteins,ko:K10396,,,
ko04812 Cytoskeleton proteins,ko:K10397,,,
ko04812 Cytoskeleton proteins,ko:K10398,,,
ko04812 Cytoskeleton proteins,ko:K10400,,,
ko04812 Cytoskeleton proteins,ko:K10401,,,
ko04812 Cytoskeleton proteins,ko:K10405,,,
ko04812 Cytoskeleton proteins,ko:K10406,,,
ko04812 Cytoskeleton proteins,ko:K10407,,,
ko04812 Cytoskeleton proteins,ko:K10409,,,
ko04812 Cytoskeleton proteins,ko:K10410,,,
ko04812 Cytoskeleton proteins,ko:K10411,,,
ko04812 Cytoskeleton proteins,ko:K10413,,,
ko04812 Cytoskeleton proteins,ko:K10414,,,
ko04812 Cytoskeleton proteins,ko:K10418,,,
ko04812 Cytoskeleton proteins,ko:K10419,,,
ko04812 Cytoskeleton proteins,ko:K10420,,,
ko04812 Cytoskeleton proteins,ko:K10426,,,
ko04812 Cytoskeleton proteins,ko:K10421,,,
ko04812 Cytoskeleton proteins,ko:K10422,,,
ko04812 Cytoskeleton proteins,ko:K10423,,,
ko04812 Cytoskeleton proteins,ko:K11143,,,
ko04812 Cytoskeleton proteins,ko:K12042,,,
ko04812 Cytoskeleton proteins,ko:K12160,,,
ko04812 Cytoskeleton proteins,ko:K12756,,,
ko04812 Cytoskeleton proteins,ko:K12567,,,
ko04812 Cytoskeleton proteins,ko:K13886,,,
ko04812 Cytoskeleton proteins,ko:K15420,,,
ko04812 Cytoskeleton proteins,ko:K16575,,,
ko04812 Cytoskeleton proteins,ko:K17260,,,
ko04812 Cytoskeleton proteins,ko:K17275,,,
ko04812 Cytoskeleton proteins,ko:K17276,,,
ko04812 Cytoskeleton proteins,ko:K16578,,,
ko04812 Cytoskeleton proteins,ko:K16599,,,
ko04812 Cytoskeleton proteins,ko:K16600,,,
ko04812 Cytoskeleton proteins,ko:K16601,,,
ko04812 Cytoskeleton proteins,ko:K16602,,,
ko04812 Cytoskeleton proteins,ko:K16582,,,
ko04812 Cytoskeleton proteins,ko:K16603,,,
ko04812 Cytoskeleton proteins,ko:K16604,,,
ko04812 Cytoskeleton proteins,ko:K16606,,,
ko04812 Cytoskeleton proteins,ko:K16608,,,
ko04812 Cytoskeleton proteins,ko:K16732,,,
ko04812 Cytoskeleton proteins,ko:K17262,,,
ko04812 Cytoskeleton proteins,ko:K17579,,,
ko04812 Cytoskeleton proteins,ko:K17914,,,
ko04812 Cytoskeleton proteins,ko:K17915,,,
ko04812 Cytoskeleton proteins,ko:K18620,,,
ko04812 Cytoskeleton proteins,ko:K18622,,,
ko04812 Cytoskeleton proteins,ko:K19199,,,
ko04812 Cytoskeleton proteins,ko:K18626,,,
ko04812 Cytoskeleton proteins,ko:K18643,,,
ko04812 Cytoskeleton proteins,ko:K18595,,,
ko04812 Cytoskeleton proteins,ko:K18596,,,
ko04812 Cytoskeleton proteins,ko:K18597,,,
ko04812 Cytoskeleton proteins,ko:K19750,,,
ko04812 Cytoskeleton proteins,ko:K19759,,,
ko04812 Cytoskeleton proteins,ko:K19760,,,
ko04812 Cytoskeleton proteins,ko:K19754,,,
ko04812 Cytoskeleton proteins,ko:K18635,,,
ko04812 Cytoskeleton proteins,ko:K19756,,,
ko04812 Cytoskeleton proteins,ko:K19757,,,
ko04812 Cytoskeleton proteins,ko:K20196,,,
ko04812 Cytoskeleton proteins,ko:K20197,,,
ko04812 Cytoskeleton proteins,ko:K20198,,,
ko04812 Cytoskeleton proteins,ko:K21868,,,
ko04812 Cytoskeleton proteins,ko:K21073,,,
ko04812 Cytoskeleton proteins,ko:K22030,,,
ko04812 Cytoskeleton proteins,ko:K21768,,,
ko03019 Messenger RNA biogenesis,ko:K13126,,,
ko03019 Messenger RNA biogenesis,ko:K14411,,,
ko03019 Messenger RNA biogenesis,ko:K05692,,,
ko03019 Messenger RNA biogenesis,ko:K03231,,,
ko03019 Messenger RNA biogenesis,ko:K03233,,,
ko03019 Messenger RNA biogenesis,ko:K03102,,,
ko03019 Messenger RNA biogenesis,ko:K07374,,,
ko03019 Messenger RNA biogenesis,ko:K00850,,,
ko03019 Messenger RNA biogenesis,ko:K01148,,,
ko03019 Messenger RNA biogenesis,ko:K01689,,,
ko03019 Messenger RNA biogenesis,ko:K03015,,,
ko03019 Messenger RNA biogenesis,ko:K03259,,,
ko03019 Messenger RNA biogenesis,ko:K03257,,,
ko03019 Messenger RNA biogenesis,ko:K03260,,,
ko03019 Messenger RNA biogenesis,ko:K03258,,,
ko03019 Messenger RNA biogenesis,ko:K03265,,,
ko03019 Messenger RNA biogenesis,ko:K03267,,,
ko03019 Messenger RNA biogenesis,ko:K03253,,,
ko03019 Messenger RNA biogenesis,ko:K03679,,,
ko03019 Messenger RNA biogenesis,ko:K03654,,,
ko03019 Messenger RNA biogenesis,ko:K04563,,,
ko03019 Messenger RNA biogenesis,ko:K04382,,,
ko03019 Messenger RNA biogenesis,ko:K04533,,,
ko03019 Messenger RNA biogenesis,ko:K04345,,,
ko03019 Messenger RNA biogenesis,ko:K04373,,,
ko03019 Messenger RNA biogenesis,ko:K04043,,,
ko03019 Messenger RNA biogenesis,ko:K04077,,,
ko03019 Messenger RNA biogenesis,ko:K06269,,,
ko03019 Messenger RNA biogenesis,ko:K06100,,,
ko03019 Messenger RNA biogenesis,ko:K05925,,,
ko03019 Messenger RNA biogenesis,ko:K07936,,,
ko03019 Messenger RNA biogenesis,ko:K07575,,,
ko03019 Messenger RNA biogenesis,ko:K10683,,,
ko03019 Messenger RNA biogenesis,ko:K10357,,,
ko03019 Messenger RNA biogenesis,ko:K10407,,,
ko03019 Messenger RNA biogenesis,ko:K10840,,,
ko03019 Messenger RNA biogenesis,ko:K11594,,,
ko03019 Messenger RNA biogenesis,ko:K11493,,,
ko03019 Messenger RNA biogenesis,ko:K11583,,,
ko03019 Messenger RNA biogenesis,ko:K11584,,,
ko03019 Messenger RNA biogenesis,ko:K11593,,,
ko03019 Messenger RNA biogenesis,ko:K12035,,,
ko03019 Messenger RNA biogenesis,ko:K13102,,,
ko03019 Messenger RNA biogenesis,ko:K12881,,,
ko03019 Messenger RNA biogenesis,ko:K12812,,,
ko03019 Messenger RNA biogenesis,ko:K13025,,,
ko03019 Messenger RNA biogenesis,ko:K12879,,,
ko03019 Messenger RNA biogenesis,ko:K12880,,,
ko03019 Messenger RNA biogenesis,ko:K13088,,,
ko03019 Messenger RNA biogenesis,ko:K12741,,,
ko03019 Messenger RNA biogenesis,ko:K12867,,,
ko03019 Messenger RNA biogenesis,ko:K12614,,,
ko03019 Messenger RNA biogenesis,ko:K12623,,,
ko03019 Messenger RNA biogenesis,ko:K12626,,,
ko03019 Messenger RNA biogenesis,ko:K12604,,,
ko03019 Messenger RNA biogenesis,ko:K12580,,,
ko03019 Messenger RNA biogenesis,ko:K12603,,,
ko03019 Messenger RNA biogenesis,ko:K12581,,,
ko03019 Messenger RNA biogenesis,ko:K12619,,,
ko03019 Messenger RNA biogenesis,ko:K12586,,,
ko03019 Messenger RNA biogenesis,ko:K12585,,,
ko03019 Messenger RNA biogenesis,ko:K12598,,,
ko03019 Messenger RNA biogenesis,ko:K12602,,,
ko03019 Messenger RNA biogenesis,ko:K12608,,,
ko03019 Messenger RNA biogenesis,ko:K14004,,,
ko03019 Messenger RNA biogenesis,ko:K13208,,,
ko03019 Messenger RNA biogenesis,ko:K13525,,,
ko03019 Messenger RNA biogenesis,ko:K13210,,,
ko03019 Messenger RNA biogenesis,ko:K13201,,,
ko03019 Messenger RNA biogenesis,ko:K14589,,,
ko03019 Messenger RNA biogenesis,ko:K14399,,,
ko03019 Messenger RNA biogenesis,ko:K14400,,,
ko03019 Messenger RNA biogenesis,ko:K14401,,,
ko03019 Messenger RNA biogenesis,ko:K14403,,,
ko03019 Messenger RNA biogenesis,ko:K14404,,,
ko03019 Messenger RNA biogenesis,ko:K14376,,,
ko03019 Messenger RNA biogenesis,ko:K14298,,,
ko03019 Messenger RNA biogenesis,ko:K14297,,,
ko03019 Messenger RNA biogenesis,ko:K14300,,,
ko03019 Messenger RNA biogenesis,ko:K14290,,,
ko03019 Messenger RNA biogenesis,ko:K14651,,,
ko03019 Messenger RNA biogenesis,ko:K14396,,,
ko03019 Messenger RNA biogenesis,ko:K14326,,,
ko03019 Messenger RNA biogenesis,ko:K14327,,,
ko03019 Messenger RNA biogenesis,ko:K14753,,,
ko03019 Messenger RNA biogenesis,ko:K14442,,,
ko03019 Messenger RNA biogenesis,ko:K14962,,,
ko03019 Messenger RNA biogenesis,ko:K15516,,,
ko03019 Messenger RNA biogenesis,ko:K14844,,,
ko03019 Messenger RNA biogenesis,ko:K15026,,,
ko03019 Messenger RNA biogenesis,ko:K15542,,,
ko03019 Messenger RNA biogenesis,ko:K16466,,,
ko03019 Messenger RNA biogenesis,ko:K15686,,,
ko03019 Messenger RNA biogenesis,ko:K18460,,,
ko03019 Messenger RNA biogenesis,ko:K17642,,,
ko03019 Messenger RNA biogenesis,ko:K18416,,,
ko03019 Messenger RNA biogenesis,ko:K18646,,,
ko03019 Messenger RNA biogenesis,ko:K18647,,,
ko03019 Messenger RNA biogenesis,ko:K18726,,,
ko03019 Messenger RNA biogenesis,ko:K18727,,,
ko03019 Messenger RNA biogenesis,ko:K18730,,,
ko03019 Messenger RNA biogenesis,ko:K18655,,,
ko03019 Messenger RNA biogenesis,ko:K18739,,,
ko03019 Messenger RNA biogenesis,ko:K18740,,,
ko03019 Messenger RNA biogenesis,ko:K18749,,,
ko03019 Messenger RNA biogenesis,ko:K18752,,,
ko03019 Messenger RNA biogenesis,ko:K18753,,,
ko03019 Messenger RNA biogenesis,ko:K18756,,,
ko03019 Messenger RNA biogenesis,ko:K18757,,,
ko03019 Messenger RNA biogenesis,ko:K18764,,,
ko03019 Messenger RNA biogenesis,ko:K19612,,,
ko03019 Messenger RNA biogenesis,ko:K20103,,,
ko03019 Messenger RNA biogenesis,ko:K21806,,,
ko01001 Protein kinases,ko:K00910,,,
ko01001 Protein kinases,ko:K00907,,,
ko01001 Protein kinases,ko:K00898,,,
ko01001 Protein kinases,ko:K02088,,,
ko01001 Protein kinases,ko:K02218,,,
ko01001 Protein kinases,ko:K02206,,,
ko01001 Protein kinases,ko:K02449,,,
ko01001 Protein kinases,ko:K02861,,,
ko01001 Protein kinases,ko:K03083,,,
ko01001 Protein kinases,ko:K03097,,,
ko01001 Protein kinases,ko:K04345,,,
ko01001 Protein kinases,ko:K04456,,,
ko01001 Protein kinases,ko:K04373,,,
ko01001 Protein kinases,ko:K04445,,,
ko01001 Protein kinases,ko:K04688,,,
ko01001 Protein kinases,ko:K04515,,,
ko01001 Protein kinases,ko:K04371,,,
ko01001 Protein kinases,ko:K04368,,,
ko01001 Protein kinases,ko:K04420,,,
ko01001 Protein kinases,ko:K04421,,,
ko01001 Protein kinases,ko:K04730,,,
ko01001 Protein kinases,ko:K04733,,,
ko01001 Protein kinases,ko:K04424,,,
ko01001 Protein kinases,ko:K04423,,,
ko01001 Protein kinases,ko:K04422,,,
ko01001 Protein kinases,ko:K04360,,,
ko01001 Protein kinases,ko:K05869,,,
ko01001 Protein kinases,ko:K05120,,,
ko01001 Protein kinases,ko:K05122,,,
ko01001 Protein kinases,ko:K05129,,,
ko01001 Protein kinases,ko:K06071,,,
ko01001 Protein kinases,ko:K06276,,,
ko01001 Protein kinases,ko:K06641,,,
ko01001 Protein kinases,ko:K06272,,,
ko01001 Protein kinases,ko:K06631,,,
ko01001 Protein kinases,ko:K06228,,,
ko01001 Protein kinases,ko:K06640,,,
ko01001 Protein kinases,ko:K06642,,,
ko01001 Protein kinases,ko:K07376,,,
ko01001 Protein kinases,ko:K07198,,,
ko01001 Protein kinases,ko:K07178,,,
ko01001 Protein kinases,ko:K08850,,,
ko01001 Protein kinases,ko:K08790,,,
ko01001 Protein kinases,ko:K08794,,,
ko01001 Protein kinases,ko:K08796,,,
ko01001 Protein kinases,ko:K08798,,,
ko01001 Protein kinases,ko:K08799,,,
ko01001 Protein kinases,ko:K08802,,,
ko01001 Protein kinases,ko:K08805,,,
ko01001 Protein kinases,ko:K08808,,,
ko01001 Protein kinases,ko:K08817,,,
ko01001 Protein kinases,ko:K08818,,,
ko01001 Protein kinases,ko:K08819,,,
ko01001 Protein kinases,ko:K08823,,,
ko01001 Protein kinases,ko:K08825,,,
ko01001 Protein kinases,ko:K08827,,,
ko01001 Protein kinases,ko:K08829,,,
ko01001 Protein kinases,ko:K08832,,,
ko01001 Protein kinases,ko:K08834,,,
ko01001 Protein kinases,ko:K08843,,,
ko01001 Protein kinases,ko:K08848,,,
ko01001 Protein kinases,ko:K08852,,,
ko01001 Protein kinases,ko:K08854,,,
ko01001 Protein kinases,ko:K08857,,,
ko01001 Protein kinases,ko:K08860,,,
ko01001 Protein kinases,ko:K08861,,,
ko01001 Protein kinases,ko:K08862,,,
ko01001 Protein kinases,ko:K08876,,,
ko01001 Protein kinases,ko:K08864,,,
ko01001 Protein kinases,ko:K08269,,,
ko01001 Protein kinases,ko:K08867,,,
ko01001 Protein kinases,ko:K08869,,,
ko01001 Protein kinases,ko:K08292,,,
ko01001 Protein kinases,ko:K08871,,,
ko01001 Protein kinases,ko:K08884,,,
ko01001 Protein kinases,ko:K08889,,,
ko01001 Protein kinases,ko:K08959,,,
ko01001 Protein kinases,ko:K08960,,,
ko01001 Protein kinases,ko:K11481,,,
ko01001 Protein kinases,ko:K11479,,,
ko01001 Protein kinases,ko:K11480,,,
ko01001 Protein kinases,ko:K11721,,,
ko01001 Protein kinases,ko:K11722,,,
ko01001 Protein kinases,ko:K11724,,,
ko01001 Protein kinases,ko:K12077,,,
ko01001 Protein kinases,ko:K12132,,,
ko01001 Protein kinases,ko:K12761,,,
ko01001 Protein kinases,ko:K12567,,,
ko01001 Protein kinases,ko:K13303,,,
ko01001 Protein kinases,ko:K13412,,,
ko01001 Protein kinases,ko:K14498,,,
ko01001 Protein kinases,ko:K14758,,,
ko01001 Protein kinases,ko:K14510,,,
ko01001 Protein kinases,ko:K15409,,,
ko01001 Protein kinases,ko:K16510,,,
ko01001 Protein kinases,ko:K16196,,,
ko01001 Protein kinases,ko:K17530,,,
ko01001 Protein kinases,ko:K17535,,,
ko01001 Protein kinases,ko:K17539,,,
ko01001 Protein kinases,ko:K19584,,,
ko01001 Protein kinases,ko:K19477,,,
ko01001 Protein kinases,ko:K19009,,,
ko01001 Protein kinases,ko:K19603,,,
ko01001 Protein kinases,ko:K18669,,,
ko01001 Protein kinases,ko:K20715,,,
ko01001 Protein kinases,ko:K20603,,,
ko01001 Protein kinases,ko:K20607,,,
ko01001 Protein kinases,ko:K20717,,,
ko01001 Protein kinases,ko:K20877,,,
ko01001 Protein kinases,ko:K20879,,,
ko01001 Protein kinases,ko:K21157,,,
ko03011 Ribosome,ko:K02984,,,
ko03011 Ribosome,ko:K02987,,,
ko03011 Ribosome,ko:K02989,,,
ko03011 Ribosome,ko:K02991,,,
ko03011 Ribosome,ko:K02993,,,
ko03011 Ribosome,ko:K02947,,,
ko03011 Ribosome,ko:K02949,,,
ko03011 Ribosome,ko:K02951,,,
ko03011 Ribosome,ko:K02958,,,
ko03011 Ribosome,ko:K02960,,,
ko03011 Ribosome,ko:K02964,,,
ko03011 Ribosome,ko:K02966,,,
ko03011 Ribosome,ko:K02969,,,
ko03011 Ribosome,ko:K02974,,,
ko03011 Ribosome,ko:K02983,,,
ko03011 Ribosome,ko:K02998,,,
ko03011 Ribosome,ko:K02925,,,
ko03011 Ribosome,ko:K02930,,,
ko03011 Ribosome,ko:K02932,,,
ko03011 Ribosome,ko:K02934,,,
ko03011 Ribosome,ko:K02937,,,
ko03011 Ribosome,ko:K02936,,,
ko03011 Ribosome,ko:K02938,,,
ko03011 Ribosome,ko:K02940,,,
ko03011 Ribosome,ko:K02866,,,
ko03011 Ribosome,ko:K02868,,,
ko03011 Ribosome,ko:K02873,,,
ko03011 Ribosome,ko:K02875,,,
ko03011 Ribosome,ko:K02877,,,
ko03011 Ribosome,ko:K02880,,,
ko03011 Ribosome,ko:K02883,,,
ko03011 Ribosome,ko:K02885,,,
ko03011 Ribosome,ko:K02891,,,
ko03011 Ribosome,ko:K02894,,,
ko03011 Ribosome,ko:K02896,,,
ko03011 Ribosome,ko:K02898,,,
ko03011 Ribosome,ko:K02903,,,
ko03011 Ribosome,ko:K02908,,,
ko03011 Ribosome,ko:K02863,,,
ko03011 Ribosome,ko:K02981,,,
ko03011 Ribosome,ko:K02985,,,
ko03011 Ribosome,ko:K02995,,,
ko03011 Ribosome,ko:K02997,,,
ko03011 Ribosome,ko:K02953,,,
ko03011 Ribosome,ko:K02955,,,
ko03011 Ribosome,ko:K02957,,,
ko03011 Ribosome,ko:K02962,,,
ko03011 Ribosome,ko:K02971,,,
ko03011 Ribosome,ko:K02973,,,
ko03011 Ribosome,ko:K02975,,,
ko03011 Ribosome,ko:K02976,,,
ko03011 Ribosome,ko:K02978,,,
ko03011 Ribosome,ko:K02977,,,
ko03011 Ribosome,ko:K02980,,,
ko03011 Ribosome,ko:K02865,,,
ko03011 Ribosome,ko:K02870,,,
ko03011 Ribosome,ko:K02872,,,
ko03011 Ribosome,ko:K02882,,,
ko03011 Ribosome,ko:K02889,,,
ko03011 Ribosome,ko:K02893,,,
ko03011 Ribosome,ko:K02901,,,
ko03011 Ribosome,ko:K02900,,,
ko03011 Ribosome,ko:K02905,,,
ko03011 Ribosome,ko:K02910,,,
ko03011 Ribosome,ko:K02912,,,
ko03011 Ribosome,ko:K02915,,,
ko03011 Ribosome,ko:K02918,,,
ko03011 Ribosome,ko:K02917,,,
ko03011 Ribosome,ko:K02920,,,
ko03011 Ribosome,ko:K02922,,,
ko03011 Ribosome,ko:K02921,,,
ko03011 Ribosome,ko:K02923,,,
ko03011 Ribosome,ko:K02927,,,
ko03011 Ribosome,ko:K02929,,,
ko03011 Ribosome,ko:K02941,,,
ko03011 Ribosome,ko:K02942,,,
ko03011 Ribosome,ko:K02943,,,
ko03011 Ribosome,ko:K02967,,,
ko03011 Ribosome,ko:K02988,,,
ko03011 Ribosome,ko:K02996,,,
ko03011 Ribosome,ko:K02946,,,
ko03011 Ribosome,ko:K02950,,,
ko03011 Ribosome,ko:K02954,,,
ko03011 Ribosome,ko:K02886,,,
ko03011 Ribosome,ko:K02906,,,
ko03011 Ribosome,ko:K02926,,,
ko03011 Ribosome,ko:K02933,,,
ko03011 Ribosome,ko:K02864,,,
ko03011 Ribosome,ko:K02935,,,
ko03011 Ribosome,ko:K02874,,,
ko03011 Ribosome,ko:K02876,,,
ko03011 Ribosome,ko:K02888,,,
ko03011 Ribosome,ko:K02890,,,
ko03011 Ribosome,ko:K02895,,,
ko03011 Ribosome,ko:K02902,,,
ko03011 Ribosome,ko:K02945,,,
ko03011 Ribosome,ko:K02982,,,
ko03011 Ribosome,ko:K02952,,,
ko03011 Ribosome,ko:K02909,,,
ko03011 Ribosome,ko:K17410,,,
ko03011 Ribosome,ko:K17428,,,
ko03011 Ribosome,ko:K17433,,,
ko03041 Spliceosome,ko:K04455,,,
ko03041 Spliceosome,ko:K03283,,,
ko03041 Spliceosome,ko:K13126,,,
ko03041 Spliceosome,ko:K03102,,,
ko03041 Spliceosome,ko:K02180,,,
ko03041 Spliceosome,ko:K06269,,,
ko03041 Spliceosome,ko:K08818,,,
ko03041 Spliceosome,ko:K08823,,,
ko03041 Spliceosome,ko:K08827,,,
ko03041 Spliceosome,ko:K10599,,,
ko03041 Spliceosome,ko:K11086,,,
ko03041 Spliceosome,ko:K11088,,,
ko03041 Spliceosome,ko:K11097,,,
ko03041 Spliceosome,ko:K11093,,,
ko03041 Spliceosome,ko:K11091,,,
ko03041 Spliceosome,ko:K11094,,,
ko03041 Spliceosome,ko:K11594,,,
ko03041 Spliceosome,ko:K12741,,,
ko03041 Spliceosome,ko:K12885,,,
ko03041 Spliceosome,ko:K12887,,,
ko03041 Spliceosome,ko:K12888,,,
ko03041 Spliceosome,ko:K12893,,,
ko03041 Spliceosome,ko:K13088,,,
ko03041 Spliceosome,ko:K13091,,,
ko03041 Spliceosome,ko:K12823,,,
ko03041 Spliceosome,ko:K12821,,,
ko03041 Spliceosome,ko:K12822,,,
ko03041 Spliceosome,ko:K12825,,,
ko03041 Spliceosome,ko:K12826,,,
ko03041 Spliceosome,ko:K12827,,,
ko03041 Spliceosome,ko:K12828,,,
ko03041 Spliceosome,ko:K12830,,,
ko03041 Spliceosome,ko:K12831,,,
ko03041 Spliceosome,ko:K12835,,,
ko03041 Spliceosome,ko:K12834,,,
ko03041 Spliceosome,ko:K12836,,,
ko03041 Spliceosome,ko:K12837,,,
ko03041 Spliceosome,ko:K12811,,,
ko03041 Spliceosome,ko:K12840,,,
ko03041 Spliceosome,ko:K12842,,,
ko03041 Spliceosome,ko:K13093,,,
ko03041 Spliceosome,ko:K13098,,,
ko03041 Spliceosome,ko:K12623,,,
ko03041 Spliceosome,ko:K12626,,,
ko03041 Spliceosome,ko:K12843,,,
ko03041 Spliceosome,ko:K12845,,,
ko03041 Spliceosome,ko:K12852,,,
ko03041 Spliceosome,ko:K12855,,,
ko03041 Spliceosome,ko:K12856,,,
ko03041 Spliceosome,ko:K12857,,,
ko03041 Spliceosome,ko:K12854,,,
ko03041 Spliceosome,ko:K12847,,,
ko03041 Spliceosome,ko:K12850,,,
ko03041 Spliceosome,ko:K13100,,,
ko03041 Spliceosome,ko:K12813,,,
ko03041 Spliceosome,ko:K13101,,,
ko03041 Spliceosome,ko:K12598,,,
ko03041 Spliceosome,ko:K12862,,,
ko03041 Spliceosome,ko:K12864,,,
ko03041 Spliceosome,ko:K12867,,,
ko03041 Spliceosome,ko:K12869,,,
ko03041 Spliceosome,ko:K12874,,,
ko03041 Spliceosome,ko:K12870,,,
ko03041 Spliceosome,ko:K12872,,,
ko03041 Spliceosome,ko:K13107,,,
ko03041 Spliceosome,ko:K13108,,,
ko03041 Spliceosome,ko:K13110,,,
ko03041 Spliceosome,ko:K12812,,,
ko03041 Spliceosome,ko:K13025,,,
ko03041 Spliceosome,ko:K12879,,,
ko03041 Spliceosome,ko:K12880,,,
ko03041 Spliceosome,ko:K12881,,,
ko03041 Spliceosome,ko:K12816,,,
ko03041 Spliceosome,ko:K12817,,,
ko03041 Spliceosome,ko:K12819,,,
ko03041 Spliceosome,ko:K12818,,,
ko03041 Spliceosome,ko:K12815,,,
ko03041 Spliceosome,ko:K12737,,,
ko03041 Spliceosome,ko:K12898,,,
ko03041 Spliceosome,ko:K13115,,,
ko03041 Spliceosome,ko:K13116,,,
ko03041 Spliceosome,ko:K13117,,,
ko03041 Spliceosome,ko:K13141,,,
ko03041 Spliceosome,ko:K13151,,,
ko03041 Spliceosome,ko:K13044,,,
ko03041 Spliceosome,ko:K13177,,,
ko03041 Spliceosome,ko:K13179,,,
ko03041 Spliceosome,ko:K13182,,,
ko03041 Spliceosome,ko:K13185,,,
ko03041 Spliceosome,ko:K13199,,,
ko03041 Spliceosome,ko:K13201,,,
ko03041 Spliceosome,ko:K13205,,,
ko03041 Spliceosome,ko:K13207,,,
ko03041 Spliceosome,ko:K13208,,,
ko03041 Spliceosome,ko:K13210,,,
